destination_port,payload_len,description,label
53,1203,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,96,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,297,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,922,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1692,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1348,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1200,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1174,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1863,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1250,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1181,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,809,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,186,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,542,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,922,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,548,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,131,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,864,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,713,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1514,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,310,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,55,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1110,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1497,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,551,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,837,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1972,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1989,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,831,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1740,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1528,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1555,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,364,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1899,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,554,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,449,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,448,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,555,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1972,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,172,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1559,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,956,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1628,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1433,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1633,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,152,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1111,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,791,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,867,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1491,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,444,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1230,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,290,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1877,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,512,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,899,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1028,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,575,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,268,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1577,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,537,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,628,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,766,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,264,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1293,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,67,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1883,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,593,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1512,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,374,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,286,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,638,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,115,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1293,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1673,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1431,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1635,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,312,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,796,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,667,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,694,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1828,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,666,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1190,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1139,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,168,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1700,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1397,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,900,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1165,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1563,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1396,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1535,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1273,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,526,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,676,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,448,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1593,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,250,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,335,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1452,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,438,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1152,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1000,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1310,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1652,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,942,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1772,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,208,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1705,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1243,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1450,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,674,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1986,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,567,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,125,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1309,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,818,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1814,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,340,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1980,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1475,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,235,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,156,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,414,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1542,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1255,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1463,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,256,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,851,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,425,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,145,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,999,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,288,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1554,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,984,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1720,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1089,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,547,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1582,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1142,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,873,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,96,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,653,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,410,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,439,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1776,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,225,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,66,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,504,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,415,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,910,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1873,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,745,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1542,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1165,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1861,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,854,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,387,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,517,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,842,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1917,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1542,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1514,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,961,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,155,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,922,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1304,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1383,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,180,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1406,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,288,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1671,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1474,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1311,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1156,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1617,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1814,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1619,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1295,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,302,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1189,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,735,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1086,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1328,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1491,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1951,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,377,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,676,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,258,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1591,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1480,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1947,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1780,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1283,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,673,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1905,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,580,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,61,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,472,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1250,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,935,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1861,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,653,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,699,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,545,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,270,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1548,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1735,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,559,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1642,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1331,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,563,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1445,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1092,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,580,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,197,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1106,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,162,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1883,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,725,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1938,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1871,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1176,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1487,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,86,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,641,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,451,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1300,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,186,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1056,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1066,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,553,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,816,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1323,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1432,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,181,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,628,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,801,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,873,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,540,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1150,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,237,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1060,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1321,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,571,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1543,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,544,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1857,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,450,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1375,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,594,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1117,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1323,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1623,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1963,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,643,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1591,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1872,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,313,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,884,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,213,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1377,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1673,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1201,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,505,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1587,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1830,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1222,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,670,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1335,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,604,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,262,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,242,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,84,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,473,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1714,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1741,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1242,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1213,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,624,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,290,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1538,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,569,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1306,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,218,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1376,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,215,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,549,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1785,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,104,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1027,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,910,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1829,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,824,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,683,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1588,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,592,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,704,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1399,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,574,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,853,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1062,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,754,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,917,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1155,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1921,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1200,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,907,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1469,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,243,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,280,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1573,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,140,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1720,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,193,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1783,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,475,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,323,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,795,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,665,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,613,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1189,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1551,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,450,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,185,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1250,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1835,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1950,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,904,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,795,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1223,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1806,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1589,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1236,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1178,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1506,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1332,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1723,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,288,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,592,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,309,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,750,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,194,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,205,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,435,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1339,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,117,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,436,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,688,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1290,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1407,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1789,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1142,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1813,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1353,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,198,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1516,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1365,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,627,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1155,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,645,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,579,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1514,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1866,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,946,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1890,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1362,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1578,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1271,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1898,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,744,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1101,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,581,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1121,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1022,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1169,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1383,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,664,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,451,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,660,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1801,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1243,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,403,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1129,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1222,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1085,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,383,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
445,1290,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,184,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1114,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1532,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
53,1747,ET MALWARE WannaCry Ransomware Activity,SQL_INJECTION
